username,system,itemid,itemtype,srclang,trglang,score
Lisa,ref,325,REF,deu,sgg,84
Lisa,ref,327,REF,deu,sgg,85
Lisa,ref,329,REF,deu,sgg,84
Lisa,ref,330,REF,deu,sgg,82
Lisa,ref,331,REF,deu,sgg,84
Lisa,ref,334,REF,deu,sgg,84
Lisa,ref,335,REF,deu,sgg,84
Lisa,ref,338,REF,deu,sgg,85
Lisa,ref,340,REF,deu,sgg,81
Lisa,ref,342,REF,deu,sgg,84
Lisa,ref,343,REF,deu,sgg,78
Lisa,ref,345,REF,deu,sgg,85
Lisa,ref,346,REF,deu,sgg,82
Lisa,ref,347,REF,deu,sgg,80
Lisa,ref,352,REF,deu,sgg,84
Lisa,ref,354,REF,deu,sgg,83
Lisa,ref,357,REF,deu,sgg,84
Lisa,ref,359,REF,deu,sgg,84
Lisa,ref,366,REF,deu,sgg,84
Lisa,ref,367,REF,deu,sgg,84
Lisa,ref,368,REF,deu,sgg,82
Lisa,ref,371,REF,deu,sgg,81
Lisa,ref,372,REF,deu,sgg,80
Lisa,ref,373,REF,deu,sgg,84
Lisa,ref,374,REF,deu,sgg,83
Lisa,ref,375,REF,deu,sgg,85
Lisa,ref,378,REF,deu,sgg,84
Lisa,ref,382,REF,deu,sgg,79
Lisa,ref,385,REF,deu,sgg,77
Lisa,ref,388,REF,deu,sgg,79
Lisa,ref,390,REF,deu,sgg,84
Lisa,ref,392,REF,deu,sgg,80
Lisa,ref,394,REF,deu,sgg,84
Lisa,ref,396,REF,deu,sgg,76
Lisa,ref,397,REF,deu,sgg,78
Lisa,ref,399,REF,deu,sgg,82
Lisa,ref,400,REF,deu,sgg,84
Lisa,ref,401,REF,deu,sgg,78
Lisa,ref,404,REF,deu,sgg,82
Lisa,ref,405,REF,deu,sgg,82
Lisa,ref,406,REF,deu,sgg,73
Lisa,ref,409,REF,deu,sgg,84
Lisa,ref,410,REF,deu,sgg,84
Lisa,ref,411,REF,deu,sgg,85
Lisa,ref,412,REF,deu,sgg,84
Lisa,ref,413,REF,deu,sgg,84
Lisa,ref,414,REF,deu,sgg,82
Lisa,ref,415,REF,deu,sgg,84
Lisa,ref,418,REF,deu,sgg,84
Lisa,ref,419,REF,deu,sgg,76
Lisa,ref,420,REF,deu,sgg,80
Lisa,ref,423,REF,deu,sgg,84
Lisa,ref,426,REF,deu,sgg,84
Lisa,ref,428,REF,deu,sgg,85
Lisa,ref,429,REF,deu,sgg,84
Lisa,ref,430,REF,deu,sgg,84
Lisa,ref,431,REF,deu,sgg,84
Lisa,ref,432,REF,deu,sgg,74
Lisa,ref,433,REF,deu,sgg,84
Lisa,ref,434,REF,deu,sgg,84
Lisa,ref,435,REF,deu,sgg,85
Lisa,ref,437,REF,deu,sgg,80
Lisa,ref,438,REF,deu,sgg,84
Lisa,ref,439,REF,deu,sgg,84
Lisa,ref,440,REF,deu,sgg,84
Lisa,ref,444,REF,deu,sgg,85
Lisa,ref,445,REF,deu,sgg,84
Lisa,ref,446,REF,deu,sgg,84
Lisa,ref,448,REF,deu,sgg,80
Lisa,ref,449,REF,deu,sgg,84
Lisa,ref,451,REF,deu,sgg,84
Lisa,ref,452,REF,deu,sgg,84
Lisa,ref,453,REF,deu,sgg,77
Lisa,ref,454,REF,deu,sgg,84
Lisa,ref,455,REF,deu,sgg,84
Lisa,ref,456,REF,deu,sgg,84
Lisa,ref,457,REF,deu,sgg,79
Lisa,ref,458,REF,deu,sgg,84
Lisa,ref,459,REF,deu,sgg,84
Lisa,ref,461,REF,deu,sgg,85
Lisa,ref,464,REF,deu,sgg,73
Lisa,ref,465,REF,deu,sgg,84
Lisa,ref,466,REF,deu,sgg,86
Lisa,ref,467,REF,deu,sgg,84
Lisa,ref,468,REF,deu,sgg,82
Lisa,ref,480,REF,deu,sgg,85
Lisa,ref,481,REF,deu,sgg,82
Lisa,ref,483,REF,deu,sgg,85
Lisa,ref,485,REF,deu,sgg,85
Lisa,ref,486,REF,deu,sgg,85
Lisa,ref,487,REF,deu,sgg,84
Lisa,ref,489,REF,deu,sgg,84
Lisa,ref,490,REF,deu,sgg,83
Lisa,ref,491,REF,deu,sgg,84
Lisa,ref,493,REF,deu,sgg,80
Lisa,ref,496,REF,deu,sgg,84
Lisa,ref,500,REF,deu,sgg,84
Lisa,ref,501,REF,deu,sgg,84
Lisa,ref,506,REF,deu,sgg,85
Lisa,ref,512,REF,deu,sgg,84
Lisa,ref,513,REF,deu,sgg,82
Lisa,ref,517,REF,deu,sgg,79
Lisa,ref,520,REF,deu,sgg,84
Lisa,ref,522,REF,deu,sgg,84
Lisa,ref,525,REF,deu,sgg,84
Lisa,ref,526,REF,deu,sgg,84
Lisa,ref,527,REF,deu,sgg,84
Lisa,ref,528,REF,deu,sgg,77
Lisa,ref,529,REF,deu,sgg,84
Lisa,ref,530,REF,deu,sgg,84
Lisa,ref,531,REF,deu,sgg,81
Lisa,ref,532,REF,deu,sgg,85
Lisa,ref,533,REF,deu,sgg,85
Lisa,ref,534,REF,deu,sgg,84
Lisa,ref,535,REF,deu,sgg,85
Lisa,ref,537,REF,deu,sgg,85
Lisa,ref,540,REF,deu,sgg,84
Lisa,ref,541,REF,deu,sgg,84
Lisa,ref,542,REF,deu,sgg,84
Lisa,ref,544,REF,deu,sgg,82
Lisa,ref,545,REF,deu,sgg,84
Lisa,ref,547,REF,deu,sgg,80
Lisa,ref,549,REF,deu,sgg,84
Lisa,ref,550,REF,deu,sgg,84
Lisa,ref,551,REF,deu,sgg,82
Lisa,ref,553,REF,deu,sgg,82
Lisa,ref,554,REF,deu,sgg,84
Lisa,ref,558,REF,deu,sgg,78
Lisa,ref,563,REF,deu,sgg,84
Lisa,ref,564,REF,deu,sgg,84
Lisa,ref,574,REF,deu,sgg,84
Lisa,ref,577,REF,deu,sgg,84
Lisa,ref,578,REF,deu,sgg,84
Lisa,ref,580,REF,deu,sgg,75
Lisa,ref,583,REF,deu,sgg,84
Lisa,ref,585,REF,deu,sgg,84
Lisa,ref,587,REF,deu,sgg,84
Lisa,ref,588,REF,deu,sgg,84
Lisa,ref,589,REF,deu,sgg,84
Lisa,ref,590,REF,deu,sgg,84
Lisa,ref,592,REF,deu,sgg,83
Lisa,ref,593,REF,deu,sgg,82
Lisa,ref,594,REF,deu,sgg,84
Lisa,ref,595,REF,deu,sgg,78
Lisa,ref,597,REF,deu,sgg,84
Lisa,ref,598,REF,deu,sgg,85
Lisa,ref,599,REF,deu,sgg,84
Lisa,ref,602,REF,deu,sgg,85
Lisa,ref,606,REF,deu,sgg,84
Lisa,ref,608,REF,deu,sgg,84
Lisa,ref,609,REF,deu,sgg,85
Lisa,ref,611,REF,deu,sgg,84
Lisa,ref,612,REF,deu,sgg,85
Lisa,ref,614,REF,deu,sgg,85
Lisa,ref,616,REF,deu,sgg,67
Lisa,ref,619,REF,deu,sgg,85
Lisa,ref,620,REF,deu,sgg,80
Lisa,ref,623,REF,deu,sgg,84
Lisa,ref,633,REF,deu,sgg,84
Lisa,ref,635,REF,deu,sgg,84
Lisa,ref,638,REF,deu,sgg,84
Lisa,ref,640,REF,deu,sgg,84
Lisa,ref,641,REF,deu,sgg,84
Lisa,ref,643,REF,deu,sgg,84
Lisa,ref,645,REF,deu,sgg,84
Lisa,ref,650,REF,deu,sgg,84
Lisa,ref,655,REF,deu,sgg,84
Lisa,ref,657,REF,deu,sgg,75
Lisa,ref,658,REF,deu,sgg,84
Lisa,ref,659,REF,deu,sgg,84
Lisa,ref,661,REF,deu,sgg,84
Lisa,ref,662,REF,deu,sgg,84
Lisa,ref,664,REF,deu,sgg,67
Lisa,ref,666,REF,deu,sgg,85
Lisa,ref,667,REF,deu,sgg,85
Lisa,ref,668,REF,deu,sgg,75
Lisa,ref,670,REF,deu,sgg,85
Lisa,ref,671,REF,deu,sgg,85
Lisa,ref,672,REF,deu,sgg,85
Lisa,ref,673,REF,deu,sgg,84
Lisa,ref,678,REF,deu,sgg,84
Lisa,ref,679,REF,deu,sgg,84
Lisa,ref,680,REF,deu,sgg,84
Lisa,ref,681,REF,deu,sgg,84
Lisa,ref,683,REF,deu,sgg,84
Lisa,ref,687,REF,deu,sgg,76
Lisa,ref,688,REF,deu,sgg,84
Lisa,ref,689,REF,deu,sgg,85
Lisa,ref,690,REF,deu,sgg,84
Lisa,ref,691,REF,deu,sgg,84
Lisa,ref,692,REF,deu,sgg,77
Lisa,ref,694,REF,deu,sgg,84
Lisa,ref,695,REF,deu,sgg,85
Lisa,ref,699,REF,deu,sgg,84
Lisa,ref,700,REF,deu,sgg,84
Lisa,ref,702,REF,deu,sgg,85
Lisa,ref,704,REF,deu,sgg,84
Lisa,ref,705,REF,deu,sgg,84
Lisa,ref,710,REF,deu,sgg,84
Lisa,ref,712,REF,deu,sgg,84
Lisa,ref,714,REF,deu,sgg,84
Lisa,ref,717,REF,deu,sgg,84
Lisa,ref,719,REF,deu,sgg,84
Lisa,ref,720,REF,deu,sgg,84
Lisa,ref,728,REF,deu,sgg,76
Lisa,ref,731,REF,deu,sgg,85
Lisa,ref,732,REF,deu,sgg,84
Lisa,ref,733,REF,deu,sgg,85
Lisa,ref,736,REF,deu,sgg,84
Lisa,ref,737,REF,deu,sgg,78
Lisa,ref,739,REF,deu,sgg,84
Lisa,ref,741,REF,deu,sgg,84
Lisa,ref,742,REF,deu,sgg,76
Lisa,ref,744,REF,deu,sgg,84
Lisa,ref,746,REF,deu,sgg,85
Lisa,ref,747,REF,deu,sgg,85
Lisa,ref,748,REF,deu,sgg,84
Lisa,ref,749,REF,deu,sgg,84
Lisa,ref,750,REF,deu,sgg,84
Lisa,ref,752,REF,deu,sgg,84
Lisa,ref,757,REF,deu,sgg,80
Lisa,ref,759,REF,deu,sgg,85
Lisa,ref,760,REF,deu,sgg,84
Lisa,ref,762,REF,deu,sgg,84
Lisa,ref,763,REF,deu,sgg,78
Lisa,ref,764,REF,deu,sgg,79
Lisa,ref,765,REF,deu,sgg,84
Lisa,ref,766,REF,deu,sgg,84
Lisa,ref,769,REF,deu,sgg,85
Lisa,ref,770,REF,deu,sgg,84
Lisa,ref,771,REF,deu,sgg,67
Lisa,ref,773,REF,deu,sgg,84
Lisa,ref,774,REF,deu,sgg,84
Lisa,ref,779,REF,deu,sgg,84
Lisa,ref,781,REF,deu,sgg,84
Lisa,ref,786,REF,deu,sgg,85
Lisa,ref,787,REF,deu,sgg,85
Lisa,ref,789,REF,deu,sgg,85
Lisa,ref,792,REF,deu,sgg,84
Lisa,ref,794,REF,deu,sgg,84
Lisa,ref,796,REF,deu,sgg,84
Lisa,ref,797,REF,deu,sgg,77
Lisa,ref,798,REF,deu,sgg,84
Lisa,ref,800,REF,deu,sgg,84
Lisa,ref,801,REF,deu,sgg,100
Lisa,ref,802,REF,deu,sgg,99
Lisa,ref,803,REF,deu,sgg,85
Lisa,ref,805,REF,deu,sgg,99
Lisa,ref,806,REF,deu,sgg,76
Lisa,ref,807,REF,deu,sgg,85
Lisa,ref,809,REF,deu,sgg,76
Lisa,ref,810,REF,deu,sgg,84
Lisa,ref,812,REF,deu,sgg,76
Lisa,ref,815,REF,deu,sgg,91
Lisa,ref,816,REF,deu,sgg,85
Lisa,ref,821,REF,deu,sgg,84
Lisa,ref,822,REF,deu,sgg,84
Lisa,ref,823,REF,deu,sgg,80
Lisa,ref,828,REF,deu,sgg,84
Lisa,ref,830,REF,deu,sgg,84
Lisa,ref,837,REF,deu,sgg,84
Lisa,ref,839,REF,deu,sgg,84
Lisa,ref,841,REF,deu,sgg,85
Lisa,ref,842,REF,deu,sgg,85
Lisa,ref,843,REF,deu,sgg,84
Lisa,ref,850,REF,deu,sgg,85
Lisa,ref,852,REF,deu,sgg,85
Lisa,ref,854,REF,deu,sgg,84
Lisa,ref,856,REF,deu,sgg,76
Lisa,ref,857,REF,deu,sgg,84
Lisa,ref,860,REF,deu,sgg,67
Lisa,ref,862,REF,deu,sgg,67
Lisa,ref,863,REF,deu,sgg,84
Lisa,ref,865,REF,deu,sgg,84
Lisa,ref,867,REF,deu,sgg,85
Lisa,ref,869,REF,deu,sgg,84
Lisa,ref,870,REF,deu,sgg,84
Lisa,ref,874,REF,deu,sgg,85
Lisa,ref,875,REF,deu,sgg,84
Lisa,ref,878,REF,deu,sgg,85
Lisa,ref,879,REF,deu,sgg,84
Lisa,ref,881,REF,deu,sgg,85
Lisa,ref,886,REF,deu,sgg,76
Lisa,ref,887,REF,deu,sgg,84
Lisa,ref,889,REF,deu,sgg,85
Lisa,ref,890,REF,deu,sgg,67
Lisa,ref,891,REF,deu,sgg,84
Lisa,ref,893,REF,deu,sgg,84
Lisa,ref,896,REF,deu,sgg,84
Lisa,ref,897,REF,deu,sgg,84
Lisa,ref,898,REF,deu,sgg,85
Lisa,ref,900,REF,deu,sgg,84
Lisa,ref,901,REF,deu,sgg,67
Lisa,ref,902,REF,deu,sgg,84
Lisa,ref,903,REF,deu,sgg,84
Lisa,ref,906,REF,deu,sgg,84
Lisa,ref,907,REF,deu,sgg,84
Lisa,ref,908,REF,deu,sgg,84
Lisa,ref,911,REF,deu,sgg,84
Lisa,ref,914,REF,deu,sgg,84
Lisa,ref,915,REF,deu,sgg,75
Lisa,ref,916,REF,deu,sgg,84
Lisa,ref,917,REF,deu,sgg,85
Lisa,ref,918,REF,deu,sgg,82
Lisa,ref,921,REF,deu,sgg,84
Lisa,ref,922,REF,deu,sgg,82
Lisa,ref,923,REF,deu,sgg,84
Lisa,ref,931,REF,deu,sgg,84
Lisa,ref,936,REF,deu,sgg,82
Lisa,ref,937,REF,deu,sgg,87
Lisa,ref,940,REF,deu,sgg,87
Lisa,ref,942,REF,deu,sgg,87
Lisa,ref,943,REF,deu,sgg,87
Lisa,ref,946,REF,deu,sgg,87
Lisa,ref,947,REF,deu,sgg,82
Lisa,ref,949,REF,deu,sgg,87
Lisa,ref,951,REF,deu,sgg,85
Lisa,ref,953,REF,deu,sgg,85
Lisa,ref,955,REF,deu,sgg,86
Lisa,ref,956,REF,deu,sgg,88
Lisa,ref,957,REF,deu,sgg,89
Lisa,ref,958,REF,deu,sgg,85
Lisa,ref,959,REF,deu,sgg,86
Lisa,ref,960,REF,deu,sgg,85
Lisa,ref,962,REF,deu,sgg,86
Lisa,ref,963,REF,deu,sgg,87
Lisa,ref,964,REF,deu,sgg,86
Lisa,ref,969,REF,deu,sgg,81
Lisa,ref,971,REF,deu,sgg,86
Lisa,ref,974,REF,deu,sgg,85
Lisa,ref,976,REF,deu,sgg,80
Lisa,ref,977,REF,deu,sgg,86
Lisa,ref,978,REF,deu,sgg,88
Lisa,ref,979,REF,deu,sgg,82
Lisa,ref,980,REF,deu,sgg,87
Lisa,ref,981,REF,deu,sgg,86
Lisa,ref,982,REF,deu,sgg,75
Lisa,ref,985,REF,deu,sgg,82
Lisa,ref,986,REF,deu,sgg,84
Lisa,ref,987,REF,deu,sgg,84
Lisa,ref,990,REF,deu,sgg,88
Lisa,ref,991,REF,deu,sgg,81
Lisa,sign_mt,798,TGT,deu,sgg,46
Lisa,sign_mt,800,TGT,deu,sgg,24
Lisa,sign_mt,801,TGT,deu,sgg,24
Lisa,sign_mt,802,TGT,deu,sgg,50
Lisa,sign_mt,803,TGT,deu,sgg,24
Lisa,sign_mt,805,TGT,deu,sgg,30
Lisa,sign_mt,806,TGT,deu,sgg,33
Lisa,sign_mt,807,TGT,deu,sgg,27
Lisa,sign_mt,809,TGT,deu,sgg,33
Lisa,sign_mt,810,TGT,deu,sgg,26
Lisa,sign_mt,812,TGT,deu,sgg,33
Lisa,sign_mt,815,TGT,deu,sgg,28
Lisa,sign_mt,816,TGT,deu,sgg,42
Lisa,sign_mt,821,TGT,deu,sgg,33
Lisa,sign_mt,822,TGT,deu,sgg,30
Lisa,sign_mt,823,TGT,deu,sgg,74
Lisa,sign_mt,828,TGT,deu,sgg,23
Lisa,sign_mt,830,TGT,deu,sgg,67
Lisa,sign_mt,837,TGT,deu,sgg,67
Lisa,sign_mt,839,TGT,deu,sgg,67
Lisa,sign_mt,841,TGT,deu,sgg,25
Lisa,sign_mt,842,TGT,deu,sgg,33
Lisa,sign_mt,843,TGT,deu,sgg,68
Lisa,sign_mt,850,TGT,deu,sgg,47
Lisa,sign_mt,852,TGT,deu,sgg,50
Lisa,sign_mt,854,TGT,deu,sgg,50
Lisa,sign_mt,856,TGT,deu,sgg,60
Lisa,sign_mt,857,TGT,deu,sgg,50
Lisa,sign_mt,860,TGT,deu,sgg,25
Lisa,sign_mt,862,TGT,deu,sgg,33
Lisa,sign_mt,863,TGT,deu,sgg,42
Lisa,sign_mt,865,TGT,deu,sgg,42
Lisa,sign_mt,867,TGT,deu,sgg,25
Lisa,sign_mt,869,TGT,deu,sgg,38
Lisa,sign_mt,870,TGT,deu,sgg,43
Lisa,sign_mt,874,TGT,deu,sgg,67
Lisa,sign_mt,875,TGT,deu,sgg,33
Lisa,sign_mt,878,TGT,deu,sgg,67
Lisa,sign_mt,879,TGT,deu,sgg,40
Lisa,sign_mt,881,TGT,deu,sgg,33
Lisa,sign_mt,886,TGT,deu,sgg,42
Lisa,sign_mt,887,TGT,deu,sgg,24
Lisa,sign_mt,889,TGT,deu,sgg,67
Lisa,sign_mt,890,TGT,deu,sgg,50
Lisa,sign_mt,891,TGT,deu,sgg,24
Lisa,sign_mt,893,TGT,deu,sgg,50
Lisa,sign_mt,896,TGT,deu,sgg,59
Lisa,sign_mt,897,TGT,deu,sgg,42
Lisa,sign_mt,898,TGT,deu,sgg,33
Lisa,sign_mt,900,TGT,deu,sgg,67
Lisa,sign_mt,901,TGT,deu,sgg,58
Lisa,sign_mt,902,TGT,deu,sgg,41
Lisa,sign_mt,903,TGT,deu,sgg,24
Lisa,sign_mt,906,TGT,deu,sgg,50
Lisa,sign_mt,907,TGT,deu,sgg,25
Lisa,sign_mt,908,TGT,deu,sgg,33
Lisa,sign_mt,911,TGT,deu,sgg,67
Lisa,sockeye,6,TGT,deu,sgg,16
Lisa,sockeye,7,TGT,deu,sgg,16
Lisa,sockeye,9,TGT,deu,sgg,16
Lisa,sockeye,10,TGT,deu,sgg,16
Lisa,sockeye,13,TGT,deu,sgg,16
Lisa,sockeye,14,TGT,deu,sgg,16
Lisa,sockeye,15,TGT,deu,sgg,16
Lisa,sockeye,16,TGT,deu,sgg,16
Lisa,sockeye,17,TGT,deu,sgg,16
Lisa,sockeye,22,TGT,deu,sgg,16
Lisa,sockeye,23,TGT,deu,sgg,18
Lisa,sockeye,24,TGT,deu,sgg,18
Lisa,sockeye,25,TGT,deu,sgg,28
Lisa,sockeye,26,TGT,deu,sgg,17
Lisa,sockeye,27,TGT,deu,sgg,16
Lisa,sockeye,30,TGT,deu,sgg,16
Lisa,sockeye,33,TGT,deu,sgg,16
Lisa,sockeye,34,TGT,deu,sgg,16
Lisa,sockeye,35,TGT,deu,sgg,16
Lisa,sockeye,36,TGT,deu,sgg,16
Lisa,sockeye,38,TGT,deu,sgg,19
Lisa,sockeye,39,TGT,deu,sgg,16
Lisa,sockeye,43,TGT,deu,sgg,16
Lisa,sockeye,47,TGT,deu,sgg,26
Lisa,sockeye,48,TGT,deu,sgg,16
Lisa,sockeye,49,TGT,deu,sgg,16
Lisa,sockeye,51,TGT,deu,sgg,18
Lisa,sockeye,52,TGT,deu,sgg,16
Lisa,sockeye,57,TGT,deu,sgg,16
Lisa,sockeye,60,TGT,deu,sgg,22
Lisa,sockeye,61,TGT,deu,sgg,16
Lisa,sockeye,62,TGT,deu,sgg,16
Lisa,sockeye,67,TGT,deu,sgg,17
Lisa,sockeye,68,TGT,deu,sgg,16
Lisa,sockeye,71,TGT,deu,sgg,16
Lisa,sockeye,72,TGT,deu,sgg,16
Lisa,sockeye,73,TGT,deu,sgg,16
Lisa,sockeye,76,TGT,deu,sgg,18
Lisa,sockeye,80,TGT,deu,sgg,19
Lisa,sockeye,81,TGT,deu,sgg,17
Lisa,sockeye,85,TGT,deu,sgg,17
Lisa,sockeye,86,TGT,deu,sgg,16
Lisa,sockeye,89,TGT,deu,sgg,16
Lisa,sockeye,90,TGT,deu,sgg,16
Lisa,sockeye,93,TGT,deu,sgg,16
Lisa,sockeye,95,TGT,deu,sgg,16
Lisa,sockeye,97,TGT,deu,sgg,16
Lisa,sockeye,98,TGT,deu,sgg,18
Lisa,sockeye,99,TGT,deu,sgg,16
Lisa,sockeye,101,TGT,deu,sgg,16
Lisa,sockeye,102,TGT,deu,sgg,16
Lisa,sockeye,103,TGT,deu,sgg,16
Lisa,sockeye,106,TGT,deu,sgg,17
Lisa,sockeye,108,TGT,deu,sgg,16
Lisa,sockeye,109,TGT,deu,sgg,15
Lisa,sockeye,110,TGT,deu,sgg,16
Lisa,sockeye,113,TGT,deu,sgg,20
Lisa,sockeye,114,TGT,deu,sgg,17
